Part,Algorithm,CostFunction,Heuristic,InitialState,Path,PathLength,Cost,NodesGenerated,NodesVisited
Parte2,A5,C4,H1,"[5, 2, 8, 3, 1, 7, 6, 4, 0]","[5, 2, 8, 3, 1, 7, 6, 4, 0]|[5, 2, 8, 3, 1, 0, 6, 4, 7]|[5, 2, 0, 3, 1, 8, 6, 4, 7]|[5, 0, 2, 3, 1, 8, 6, 4, 7]|[5, 1, 2, 3, 0, 8, 6, 4, 7]|[5, 1, 2, 0, 3, 8, 6, 4, 7]|[5, 1, 2, 6, 3, 8, 0, 4, 7]|[5, 1, 2, 6, 3, 8, 4, 0, 7]|[5, 1, 2, 6, 3, 8, 4, 7, 0]|[5, 1, 2, 6, 3, 0, 4, 7, 8]|[5, 1, 2, 6, 0, 3, 4, 7, 8]|[5, 1, 2, 0, 6, 3, 4, 7, 8]|[0, 1, 2, 5, 6, 3, 4, 7, 8]|[1, 0, 2, 5, 6, 3, 4, 7, 8]|[1, 2, 0, 5, 6, 3, 4, 7, 8]|[1, 2, 3, 5, 6, 0, 4, 7, 8]|[1, 2, 3, 5, 0, 6, 4, 7, 8]|[1, 2, 3, 0, 5, 6, 4, 7, 8]|[1, 2, 3, 4, 5, 6, 0, 7, 8]",19,53,8019,5171
Parte2,A5,C4,H2,"[5, 2, 8, 3, 1, 7, 6, 4, 0]","[5, 2, 8, 3, 1, 7, 6, 4, 0]|[5, 2, 8, 3, 1, 0, 6, 4, 7]|[5, 2, 0, 3, 1, 8, 6, 4, 7]|[5, 0, 2, 3, 1, 8, 6, 4, 7]|[5, 1, 2, 3, 0, 8, 6, 4, 7]|[5, 1, 2, 3, 4, 8, 6, 0, 7]|[5, 1, 2, 3, 4, 8, 0, 6, 7]|[5, 1, 2, 0, 4, 8, 3, 6, 7]|[0, 1, 2, 5, 4, 8, 3, 6, 7]|[1, 0, 2, 5, 4, 8, 3, 6, 7]|[1, 4, 2, 5, 0, 8, 3, 6, 7]|[1, 4, 2, 0, 5, 8, 3, 6, 7]|[1, 4, 2, 3, 5, 8, 0, 6, 7]|[1, 4, 2, 3, 5, 8, 6, 0, 7]|[1, 4, 2, 3, 5, 8, 6, 7, 0]|[1, 4, 2, 3, 5, 0, 6, 7, 8]|[1, 4, 2, 3, 0, 5, 6, 7, 8]|[1, 0, 2, 3, 4, 5, 6, 7, 8]",18,49,2133,1378
Parte2,A3,C1,None,"[6, 7, 3, 0, 5, 4, 2, 1, 8]","[6, 7, 3, 0, 5, 4, 2, 1, 8]|[6, 7, 3, 2, 5, 4, 0, 1, 8]|[6, 7, 3, 2, 5, 4, 1, 0, 8]|[6, 7, 3, 2, 0, 4, 1, 5, 8]|[6, 0, 3, 2, 7, 4, 1, 5, 8]|[0, 6, 3, 2, 7, 4, 1, 5, 8]|[2, 6, 3, 0, 7, 4, 1, 5, 8]|[2, 6, 3, 1, 7, 4, 0, 5, 8]|[2, 6, 3, 1, 7, 4, 5, 0, 8]|[2, 6, 3, 1, 0, 4, 5, 7, 8]|[2, 0, 3, 1, 6, 4, 5, 7, 8]|[0, 2, 3, 1, 6, 4, 5, 7, 8]|[1, 2, 3, 0, 6, 4, 5, 7, 8]|[1, 2, 3, 6, 0, 4, 5, 7, 8]|[1, 2, 3, 6, 4, 0, 5, 7, 8]|[1, 2, 3, 6, 4, 8, 5, 7, 0]|[1, 2, 3, 6, 4, 8, 5, 0, 7]|[1, 2, 3, 6, 4, 8, 0, 5, 7]|[1, 2, 3, 0, 4, 8, 6, 5, 7]|[1, 2, 3, 4, 0, 8, 6, 5, 7]|[1, 2, 3, 4, 5, 8, 6, 0, 7]|[1, 2, 3, 4, 5, 8, 6, 7, 0]|[1, 2, 3, 4, 5, 0, 6, 7, 8]",23,44,109734,87023
Parte2,A5,C1,H1,"[6, 7, 3, 0, 5, 4, 2, 1, 8]","[6, 7, 3, 0, 5, 4, 2, 1, 8]|[6, 7, 3, 2, 5, 4, 0, 1, 8]|[6, 7, 3, 2, 5, 4, 1, 0, 8]|[6, 7, 3, 2, 0, 4, 1, 5, 8]|[6, 7, 3, 2, 4, 0, 1, 5, 8]|[6, 7, 3, 2, 4, 8, 1, 5, 0]|[6, 7, 3, 2, 4, 8, 1, 0, 5]|[6, 7, 3, 2, 0, 8, 1, 4, 5]|[6, 0, 3, 2, 7, 8, 1, 4, 5]|[0, 6, 3, 2, 7, 8, 1, 4, 5]|[2, 6, 3, 0, 7, 8, 1, 4, 5]|[2, 6, 3, 1, 7, 8, 0, 4, 5]|[2, 6, 3, 1, 7, 8, 4, 0, 5]|[2, 6, 3, 1, 0, 8, 4, 7, 5]|[2, 0, 3, 1, 6, 8, 4, 7, 5]|[0, 2, 3, 1, 6, 8, 4, 7, 5]|[1, 2, 3, 0, 6, 8, 4, 7, 5]|[1, 2, 3, 4, 6, 8, 0, 7, 5]|[1, 2, 3, 4, 6, 8, 7, 0, 5]|[1, 2, 3, 4, 6, 8, 7, 5, 0]|[1, 2, 3, 4, 6, 0, 7, 5, 8]|[1, 2, 3, 4, 0, 6, 7, 5, 8]|[1, 2, 3, 4, 5, 6, 7, 0, 8]",23,44,19674,12921
Parte2,A5,C1,H2,"[6, 7, 3, 0, 5, 4, 2, 1, 8]","[6, 7, 3, 0, 5, 4, 2, 1, 8]|[6, 7, 3, 2, 5, 4, 0, 1, 8]|[6, 7, 3, 2, 5, 4, 1, 0, 8]|[6, 7, 3, 2, 0, 4, 1, 5, 8]|[6, 0, 3, 2, 7, 4, 1, 5, 8]|[0, 6, 3, 2, 7, 4, 1, 5, 8]|[2, 6, 3, 0, 7, 4, 1, 5, 8]|[2, 6, 3, 1, 7, 4, 0, 5, 8]|[2, 6, 3, 1, 7, 4, 5, 0, 8]|[2, 6, 3, 1, 0, 4, 5, 7, 8]|[2, 0, 3, 1, 6, 4, 5, 7, 8]|[0, 2, 3, 1, 6, 4, 5, 7, 8]|[1, 2, 3, 0, 6, 4, 5, 7, 8]|[1, 2, 3, 6, 0, 4, 5, 7, 8]|[1, 2, 3, 6, 4, 0, 5, 7, 8]|[1, 2, 3, 6, 4, 8, 5, 7, 0]|[1, 2, 3, 6, 4, 8, 5, 0, 7]|[1, 2, 3, 6, 4, 8, 0, 5, 7]|[1, 2, 3, 0, 4, 8, 6, 5, 7]|[1, 2, 3, 4, 0, 8, 6, 5, 7]|[1, 2, 3, 4, 5, 8, 6, 0, 7]|[1, 2, 3, 4, 5, 8, 6, 7, 0]|[1, 2, 3, 4, 5, 0, 6, 7, 8]",23,44,6852,4509
Parte2,A3,C2,None,"[6, 7, 3, 0, 5, 4, 2, 1, 8]","[6, 7, 3, 0, 5, 4, 2, 1, 8]|[6, 7, 3, 2, 5, 4, 0, 1, 8]|[6, 7, 3, 2, 5, 4, 1, 0, 8]|[6, 7, 3, 2, 0, 4, 1, 5, 8]|[6, 7, 3, 2, 4, 0, 1, 5, 8]|[6, 7, 3, 2, 4, 8, 1, 5, 0]|[6, 7, 3, 2, 4, 8, 1, 0, 5]|[6, 7, 3, 2, 0, 8, 1, 4, 5]|[6, 0, 3, 2, 7, 8, 1, 4, 5]|[0, 6, 3, 2, 7, 8, 1, 4, 5]|[2, 6, 3, 0, 7, 8, 1, 4, 5]|[2, 6, 3, 1, 7, 8, 0, 4, 5]|[2, 6, 3, 1, 7, 8, 4, 0, 5]|[2, 6, 3, 1, 0, 8, 4, 7, 5]|[2, 0, 3, 1, 6, 8, 4, 7, 5]|[0, 2, 3, 1, 6, 8, 4, 7, 5]|[1, 2, 3, 0, 6, 8, 4, 7, 5]|[1, 2, 3, 4, 6, 8, 0, 7, 5]|[1, 2, 3, 4, 6, 8, 7, 0, 5]|[1, 2, 3, 4, 6, 8, 7, 5, 0]|[1, 2, 3, 4, 6, 0, 7, 5, 8]|[1, 2, 3, 4, 0, 6, 7, 5, 8]|[1, 2, 3, 4, 5, 6, 7, 0, 8]",23,53,98215,75979
Parte2,A5,C2,H1,"[6, 7, 3, 0, 5, 4, 2, 1, 8]","[6, 7, 3, 0, 5, 4, 2, 1, 8]|[6, 7, 3, 2, 5, 4, 0, 1, 8]|[6, 7, 3, 2, 5, 4, 1, 0, 8]|[6, 7, 3, 2, 0, 4, 1, 5, 8]|[6, 7, 3, 2, 4, 0, 1, 5, 8]|[6, 7, 3, 2, 4, 8, 1, 5, 0]|[6, 7, 3, 2, 4, 8, 1, 0, 5]|[6, 7, 3, 2, 0, 8, 1, 4, 5]|[6, 0, 3, 2, 7, 8, 1, 4, 5]|[0, 6, 3, 2, 7, 8, 1, 4, 5]|[2, 6, 3, 0, 7, 8, 1, 4, 5]|[2, 6, 3, 1, 7, 8, 0, 4, 5]|[2, 6, 3, 1, 7, 8, 4, 0, 5]|[2, 6, 3, 1, 0, 8, 4, 7, 5]|[2, 0, 3, 1, 6, 8, 4, 7, 5]|[0, 2, 3, 1, 6, 8, 4, 7, 5]|[1, 2, 3, 0, 6, 8, 4, 7, 5]|[1, 2, 3, 4, 6, 8, 0, 7, 5]|[1, 2, 3, 4, 6, 8, 7, 0, 5]|[1, 2, 3, 4, 6, 8, 7, 5, 0]|[1, 2, 3, 4, 6, 0, 7, 5, 8]|[1, 2, 3, 4, 0, 6, 7, 5, 8]|[1, 2, 3, 4, 5, 6, 7, 0, 8]",23,53,20677,13186
Parte2,A5,C2,H2,"[6, 7, 3, 0, 5, 4, 2, 1, 8]","[6, 7, 3, 0, 5, 4, 2, 1, 8]|[6, 7, 3, 2, 5, 4, 0, 1, 8]|[6, 7, 3, 2, 5, 4, 1, 0, 8]|[6, 7, 3, 2, 0, 4, 1, 5, 8]|[6, 7, 3, 2, 4, 0, 1, 5, 8]|[6, 7, 3, 2, 4, 8, 1, 5, 0]|[6, 7, 3, 2, 4, 8, 1, 0, 5]|[6, 7, 3, 2, 0, 8, 1, 4, 5]|[6, 0, 3, 2, 7, 8, 1, 4, 5]|[0, 6, 3, 2, 7, 8, 1, 4, 5]|[2, 6, 3, 0, 7, 8, 1, 4, 5]|[2, 6, 3, 1, 7, 8, 0, 4, 5]|[2, 6, 3, 1, 7, 8, 4, 0, 5]|[2, 6, 3, 1, 0, 8, 4, 7, 5]|[2, 0, 3, 1, 6, 8, 4, 7, 5]|[0, 2, 3, 1, 6, 8, 4, 7, 5]|[1, 2, 3, 0, 6, 8, 4, 7, 5]|[1, 2, 3, 4, 6, 8, 0, 7, 5]|[1, 2, 3, 4, 6, 8, 7, 0, 5]|[1, 2, 3, 4, 6, 8, 7, 5, 0]|[1, 2, 3, 4, 6, 0, 7, 5, 8]|[1, 2, 3, 4, 0, 6, 7, 5, 8]|[1, 2, 3, 4, 5, 6, 7, 0, 8]",23,53,8558,5393
Parte2,A3,C3,None,"[6, 7, 3, 0, 5, 4, 2, 1, 8]","[6, 7, 3, 0, 5, 4, 2, 1, 8]|[6, 7, 3, 2, 5, 4, 0, 1, 8]|[6, 7, 3, 2, 5, 4, 1, 0, 8]|[6, 7, 3, 2, 0, 4, 1, 5, 8]|[6, 0, 3, 2, 7, 4, 1, 5, 8]|[0, 6, 3, 2, 7, 4, 1, 5, 8]|[2, 6, 3, 0, 7, 4, 1, 5, 8]|[2, 6, 3, 1, 7, 4, 0, 5, 8]|[2, 6, 3, 1, 7, 4, 5, 0, 8]|[2, 6, 3, 1, 0, 4, 5, 7, 8]|[2, 0, 3, 1, 6, 4, 5, 7, 8]|[0, 2, 3, 1, 6, 4, 5, 7, 8]|[1, 2, 3, 0, 6, 4, 5, 7, 8]|[1, 2, 3, 6, 0, 4, 5, 7, 8]|[1, 2, 3, 6, 4, 0, 5, 7, 8]|[1, 2, 3, 6, 4, 8, 5, 7, 0]|[1, 2, 3, 6, 4, 8, 5, 0, 7]|[1, 2, 3, 6, 4, 8, 0, 5, 7]|[1, 2, 3, 0, 4, 8, 6, 5, 7]|[1, 2, 3, 4, 0, 8, 6, 5, 7]|[1, 2, 3, 4, 5, 8, 6, 0, 7]|[1, 2, 3, 4, 5, 8, 6, 7, 0]|[1, 2, 3, 4, 5, 0, 6, 7, 8]",23,56,122043,98367
Parte2,A5,C3,H1,"[6, 7, 3, 0, 5, 4, 2, 1, 8]","[6, 7, 3, 0, 5, 4, 2, 1, 8]|[6, 7, 3, 2, 5, 4, 0, 1, 8]|[6, 7, 3, 2, 5, 4, 1, 0, 8]|[6, 7, 3, 2, 0, 4, 1, 5, 8]|[6, 7, 3, 2, 4, 0, 1, 5, 8]|[6, 7, 3, 2, 4, 8, 1, 5, 0]|[6, 7, 3, 2, 4, 8, 1, 0, 5]|[6, 7, 3, 2, 0, 8, 1, 4, 5]|[6, 0, 3, 2, 7, 8, 1, 4, 5]|[0, 6, 3, 2, 7, 8, 1, 4, 5]|[2, 6, 3, 0, 7, 8, 1, 4, 5]|[2, 6, 3, 1, 7, 8, 0, 4, 5]|[2, 6, 3, 1, 7, 8, 4, 0, 5]|[2, 6, 3, 1, 0, 8, 4, 7, 5]|[2, 0, 3, 1, 6, 8, 4, 7, 5]|[0, 2, 3, 1, 6, 8, 4, 7, 5]|[1, 2, 3, 0, 6, 8, 4, 7, 5]|[1, 2, 3, 4, 6, 8, 0, 7, 5]|[1, 2, 3, 4, 6, 8, 7, 0, 5]|[1, 2, 3, 4, 6, 8, 7, 5, 0]|[1, 2, 3, 4, 6, 0, 7, 5, 8]|[1, 2, 3, 4, 0, 6, 7, 5, 8]|[1, 2, 3, 4, 5, 6, 7, 0, 8]",23,57,38887,27239
Parte2,A5,C3,H2,"[6, 7, 3, 0, 5, 4, 2, 1, 8]","[6, 7, 3, 0, 5, 4, 2, 1, 8]|[6, 7, 3, 2, 5, 4, 0, 1, 8]|[6, 7, 3, 2, 5, 4, 1, 0, 8]|[6, 7, 3, 2, 0, 4, 1, 5, 8]|[6, 0, 3, 2, 7, 4, 1, 5, 8]|[0, 6, 3, 2, 7, 4, 1, 5, 8]|[2, 6, 3, 0, 7, 4, 1, 5, 8]|[2, 6, 3, 1, 7, 4, 0, 5, 8]|[2, 6, 3, 1, 7, 4, 5, 0, 8]|[2, 6, 3, 1, 0, 4, 5, 7, 8]|[2, 0, 3, 1, 6, 4, 5, 7, 8]|[0, 2, 3, 1, 6, 4, 5, 7, 8]|[1, 2, 3, 0, 6, 4, 5, 7, 8]|[1, 2, 3, 6, 0, 4, 5, 7, 8]|[1, 2, 3, 6, 4, 0, 5, 7, 8]|[1, 2, 3, 6, 4, 8, 5, 7, 0]|[1, 2, 3, 6, 4, 8, 5, 0, 7]|[1, 2, 3, 6, 4, 8, 0, 5, 7]|[1, 2, 3, 0, 4, 8, 6, 5, 7]|[1, 2, 3, 4, 0, 8, 6, 5, 7]|[1, 2, 3, 4, 5, 8, 6, 0, 7]|[1, 2, 3, 4, 5, 8, 6, 7, 0]|[1, 2, 3, 4, 5, 0, 6, 7, 8]",23,56,15201,9847
Parte2,A3,C4,None,"[6, 7, 3, 0, 5, 4, 2, 1, 8]","[6, 7, 3, 0, 5, 4, 2, 1, 8]|[6, 7, 3, 2, 5, 4, 0, 1, 8]|[6, 7, 3, 2, 5, 4, 1, 0, 8]|[6, 7, 3, 2, 0, 4, 1, 5, 8]|[6, 7, 3, 2, 4, 0, 1, 5, 8]|[6, 7, 3, 2, 4, 8, 1, 5, 0]|[6, 7, 3, 2, 4, 8, 1, 0, 5]|[6, 7, 3, 2, 0, 8, 1, 4, 5]|[6, 0, 3, 2, 7, 8, 1, 4, 5]|[0, 6, 3, 2, 7, 8, 1, 4, 5]|[2, 6, 3, 0, 7, 8, 1, 4, 5]|[2, 6, 3, 1, 7, 8, 0, 4, 5]|[2, 6, 3, 1, 7, 8, 4, 0, 5]|[2, 6, 3, 1, 0, 8, 4, 7, 5]|[2, 0, 3, 1, 6, 8, 4, 7, 5]|[0, 2, 3, 1, 6, 8, 4, 7, 5]|[1, 2, 3, 0, 6, 8, 4, 7, 5]|[1, 2, 3, 4, 6, 8, 0, 7, 5]|[1, 2, 3, 4, 6, 8, 7, 0, 5]|[1, 2, 3, 4, 6, 8, 7, 5, 0]|[1, 2, 3, 4, 6, 0, 7, 5, 8]|[1, 2, 3, 4, 0, 6, 7, 5, 8]|[1, 2, 3, 4, 5, 6, 7, 0, 8]",23,64,105400,82995
