Part,Algorithm,CostFunction,Heuristic,InitialState,Path,PathLength,Cost,NodesGenerated,NodesVisited
Single,A5,C2,H2,"[5, 1, 7, 2, 8, 6, 4, 0, 3]","[5, 1, 7, 2, 8, 6, 4, 0, 3]|[5, 1, 7, 2, 0, 6, 4, 8, 3]|[5, 1, 7, 2, 6, 0, 4, 8, 3]|[5, 1, 7, 2, 6, 3, 4, 8, 0]|[5, 1, 7, 2, 6, 3, 4, 0, 8]|[5, 1, 7, 2, 0, 3, 4, 6, 8]|[5, 0, 7, 2, 1, 3, 4, 6, 8]|[0, 5, 7, 2, 1, 3, 4, 6, 8]|[2, 5, 7, 0, 1, 3, 4, 6, 8]|[2, 5, 7, 1, 0, 3, 4, 6, 8]|[2, 0, 7, 1, 5, 3, 4, 6, 8]|[2, 7, 0, 1, 5, 3, 4, 6, 8]|[2, 7, 3, 1, 5, 0, 4, 6, 8]|[2, 7, 3, 1, 0, 5, 4, 6, 8]|[2, 0, 3, 1, 7, 5, 4, 6, 8]|[0, 2, 3, 1, 7, 5, 4, 6, 8]|[1, 2, 3, 0, 7, 5, 4, 6, 8]|[1, 2, 3, 4, 7, 5, 0, 6, 8]|[1, 2, 3, 4, 7, 5, 6, 0, 8]|[1, 2, 3, 4, 0, 5, 6, 7, 8]",20,46,2924,1799
